name,player_id,guild_name,guild_id,points_change,battles_change,points,battles
.Gremlin.,2391777,,,0,0,170337332,122761
Wogan,5650456,Kirchmohrer Rudel,21119,0,0,170261004,34223
vengeful,927404,,,0,0,170234761,89147
ManuelderGrosse86,9814284,Stern des Südens,11150,0,0,170177488,13717
Claudiuz,8691921,🌟Gilead🌟,3165,40533,24,170069961,173863
KlausZwerg,2334985,,,0,0,169945439,51246
Xenophon 982 der Gnädige,849164972,für ruhige spieler,10549,0,0,169865009,26834
Ahsoka T,8002768,Schwarze Engel🕊,4132,84625,0,169826058,36764
Alarich 287 der Erbauer,4518009,,,0,0,169733907,45195
StarLord0815,6792933,Asgard,21903,152880,0,169685460,58116
Kyros 84,849821139,,,0,0,169603232,110902
Kai P.-Rhinja,2306907,Terrorcons,25333,0,0,169549127,24536
Hugo vom Albis,7859722,,,286270,14,169428745,58290
DookTooba,852721415,Hamburger Hanse,8586,155410,32,169423795,74744
Queeny.1,5178886,Helden der Birne,5088,915157,168,169419196,48884
König Tooobi,4749606,,,0,0,169368220,36619
HeuRea,852249245,,,0,0,169339762,112486
Fenja1507,849419317,Die Arbeiter,635,1043434,289,169328303,65864
Todro84,6274490,Verpflichtungslos,15784,337889,0,169217983,20600
ShyvasBong,850123642,Toy of Kick,24716,0,0,169182270,97113
Bayernfan121,9162539,Tu Felix Austria!,24012,0,0,168931804,17280
SirDiego10,5315477,,,0,0,168916226,73707
KamiKat3r,2344115,Die Nachtschwärmer,760,0,0,168766111,33418
wachbach,849690197,Yggdrasil,10153,430722,11,168743030,27481
JoyrideCG1,8800248,Die Arbeiter,635,886613,310,168731520,114399
Moritz Maus,852904509,Frei und Freundlich,11817,853329,526,168632954,121072
Iolanta 452 die Rächerin,4376599,,,0,0,168620799,31272
Mandy Seastone,10322938,Zweitwohnsitz,6937,0,0,168544362,30534
Xmen2710,2312392,S.F.R.J. - Galaxy,19836,124140,0,168439399,23800
Noxarian,852302355,JEEPer,23200,0,0,168413185,45916
Lanugo0815,10038125,,,0,0,168404066,42943
De-Weiler,9299710,PreussensGloria,1233,165782,29,168393492,26019
Falen Lancer,7093584,,,0,0,168198431,30521
Vittorio Emanuele II,852796376,RELIC HUNTERS,2803,407512,31,168088614,44411
Hansi Hinterherseher,852781238,Goats of Sparta,10522,611821,243,168078596,79229
Suppenhuhn12,851674132,*Die Weltenbummler*,6865,0,0,167947026,61914
Queen63,851943151,hobbit,22620,782293,158,167844652,74699
Scatman3182,849972264,Dragon Riders,159,27869,38,167787413,296007
Viktoria 310 die Listige,2942715,Woodys Bierstube,14569,110144,83,167546610,223770
Roxana 670 die Mächtige,6937359,,,0,0,167419033,82250
Teetrinken,767087,Mupfel,15055,0,0,167356022,21744
oldi 1,1162426,MacLeod,12511,0,0,167332406,26838
Eirene 229 die Herrliche,3422921,* Störtebeker *,6108,0,0,167309214,32246
Minagope,7048688,Alte Hanse,8298,389212,32,167233900,13580
Kleo 95 die Kriegsbotin,2624188,🌟Gilead🌟,3165,167007,109,166992862,94280
roeck,6487707,,,0,0,166803751,27597
Playbirdy,4078480,,,0,0,166768295,19662
HALDOR 2.0,10026206,🌟Gilead🌟,3165,172262,41,166732324,72226
Ostgote1,8874262,,,0,0,166708109,64603
Shorty der Gerechte,4048776,,,0,0,166640791,51419
MickSaintJohn,4433446,,,0,0,166588674,29129
Romy72,851531344,RosaWurzel Odhrorvar,22678,796958,105,166559915,32230
der mit dem Wolf spielt,3085104,Honktown,24396,0,0,166553595,55732
jennykap,851051274,Die Entspannten,25095,0,0,166522829,34020
Bikersusi,908723,Die mächtigen Könige,16819,61988,6,166483077,23895
mfg roberto,849517876,Die Arbeiter,635,85442,41,166435670,116136
Nephroide,6829700,🐕Gassirunde🐕,21158,0,0,166390276,102409
Ayexor,3591811,,,0,0,166286511,48296
PDAgent,849907600,ρℓαуιηg αηgєℓѕ,92,0,0,166264885,133316
berni0607,2875508,Gourmants,8724,185311,9,166247349,14424
Anubiens,9931469,Falken,50,212574,33,166219561,28060
c3po der schlaue,850301866,KEIN STRESS 🏖,14466,1026732,147,166139714,51717
schaschlik9,10309596,🐉DragonRocker🏴‍☠️,7226,1029135,359,166106399,61439
Silent fellow,2344430,Æquilibrium,12780,0,0,165956704,55602
Wilhelm 12,852582386,Weisse Rose,6843,1398592,311,165942902,113632
Borobur,849713499,Klamottomobil,24422,449229,69,165878694,72031
Bremer Stadtmusikant,849524400,Bremer Stadtmusiker,18407,0,0,165827462,31081
Sir Vonderheid,849577128,🌟Gilead🌟,3165,259223,104,165749610,84963
Superchanger,9867031,Die Namenlosen1234,17319,0,0,165736212,17973
Steffi die Nase,5096875,,,0,0,165701253,66067
LordTitan,851204963,Nur Spielen,15660,1264726,94,165609614,18460
XuPonTePa,8062172,ARES,10758,690448,61,165593079,29536
der Boss hehe,2944939,Lonely Wolf,3292,297455,78,165508345,62333
hirsekeks,2327423,PathFindeR 🇺🇦🕊,18679,0,0,165475787,27088
Zoe 469 die Jägerin,7147206,,,385575,0,165321534,37374
TheDarkKnight91,7976520,Dragonis,4798,4320,0,165290367,51874
Gunternymos,6465940,Tu Felix Austria!,24012,-235065,6,165267121,18899
Schniggel die Gerechte,8970329,oneladyg,22554,0,0,165241916,33686
VaSoMa,8761015,BadDogs,24556,163229,20,165140502,52234
Brennius 807 der Harsche,8918111,Die Donnervögel,11511,0,0,165124531,24894
grafzahl8,4275289,,,0,0,165013036,26632
FeurigerChris,9642963,Ruppert der I.,24906,1151757,403,164989089,78586
GrisuW4,10294826,Next Generation,16,0,0,164850929,48642
Ätherus,6468978,,,0,0,164672466,88019
andi5726,851923593,Verpflichtungslos,15784,83100,0,164574695,64500
zaubermaus2008,10178827,,,0,0,164459534,118501
Kybele 1240 die Schwarze,849810052,,,0,0,164397742,71866
johagi,10111178,,,0,0,164243403,100475
Killer2411,545880,Brauchte eine Guilde,14675,0,0,164228286,72107
Ole 1186 der Größere,4437168,,,0,0,164174031,31719
Big Jogis,7745306,Die Musketiere,6964,0,0,164098143,75234
SirChristianDerGroße,5814853,,,0,0,163886542,32650
Sir Schwennson,3467678,D20K20,23728,0,0,163869650,24512
extreme rage,10175044,,,0,0,163715538,76459
King Papa,849306571,FGB Urlaubsgilde 🌴,23322,0,0,163642756,113137
Klyvisaari,2092854,Next Generation,16,50295,0,163579014,47254
simon13,9670695,Helden der Birne,5088,120704,4,163530553,80139
koesup,6013089,,,0,0,163495405,43929
Rising-Forces,850895892,nur so,3050,229268,41,163467699,26564
Martinius69,9787028,,,0,0,163420418,71918
amper,850530381,Lotus,20707,379065,42,163263347,15870
Evelin911,7264121,✴ChillOut🔱,20520,83820,17,163064345,34448
bills1,849663722,rockefeller,18025,0,0,163031787,15809
Lord Huber,9723476,,,0,0,162634946,100542
Raitus,2339235,Offensive,1840,0,0,162607529,73910
ruedigerh,10501058,Spaßgilde,8261,0,0,162557155,38999
Uldini,4458452,Schneebrunzer,22971,0,0,162477754,50458
AdmiralTegetthoff,801685,Bavaria South,14718,0,0,162390195,23630
Isabella 752 die Düstere,4897394,,,0,0,162334519,41869
dormar,9485764,Verpflichtungslos,15784,1385795,142,162331555,30151
Ethan Hunter,6657124,trubadur,8326,266435,17,162271540,12324
Pyromania,8498817,Die unzerstörbaren,7911,0,0,162201842,163853
Sabina 1042 die Starke,9720655,,,0,0,162132054,12871
Ingo73,4577687,🌟Gilead🌟,3165,803213,133,161978695,44051
Tobias der Große 80,850980236,Enterprise,877,2297609,395,161845186,51926
schufficus,8952855,JUST4FUN FOR ALL,12744,0,0,161835938,28403
Titus 345 der Rächer,6301688,꧁ 𝕺𝖑𝖉 𝕹𝖔. 7 ꧂,9777,0,0,161665762,129628
gcsteve,5493738,,,0,0,161654941,60673
Hondo7,3900631,🌟Gilead🌟,3165,1779201,285,161639538,45778
Majjy die Tapfere,849910703,Hamburger Hanse,8586,286175,527,161569701,284049
Getes,851823967,,,0,0,161499320,177539
Xenophon 848 der Jäger,9362281,Freiheit!,13663,358013,73,161465580,66892
rokiri,852818161,Fluffige Mammuts🦣🦣,7139,1023458,635,161409406,165197
landbayII,5320621,Helden der Birne,5088,0,0,161036948,89393
Rhea 84 die Grausame,2678670,Cree,22432,580957,50,161020935,23250
Fr1nity,850992500,YoloGex,24657,0,0,160942168,157633
Landvocht,8839392,Frankenreich 🇺🇦,14390,-281293,2,160896574,47071
Real Dennis,8440863,New Utopia,5943,83600,10,160850566,20246
oliaf,849539246,Handballer,23564,0,0,160805105,20788
Mr. Javelin,849744845,Stern des Südens,11150,0,0,160769621,30940
Gerda Gerdes,7118299,Der Verstoßene,21930,0,0,160712348,28399
Oktavian 595 der Starke,7486711,Nur aus Spass,8340,32340,6,160618516,12807
PaulePanzer,852746908,Yggdrasil,10153,712650,136,160547372,89523
Isidore 909 der Düstere,851716429,De Fliese,22387,284525,19,160545363,24142
anglerreich 2,8077707,Mikrokosmos,19249,103502,14,160473107,61769
Nebukatnesa,10430208,Umbrella Company,15762,83998,14,160369175,19313
ChrisFrosch de Verpetzte,851364737,Krieger des Lichts,1148,0,0,160120865,132784
Marina die Liebe,851765181,PokerstarsElite,313,512195,63,160041142,37241
Ano79,9386637,,,0,0,159855517,39692
Valerian 233 der Schöne,3605773,Die Tavernenhocker,4833,679129,245,159818788,81901
Majestätix,409585,Fun,759,0,0,159657696,28818
Benki der Große,850219144,Enterprise,877,35880,0,159605536,10936
Cheops1970,5499904,,,0,0,159553822,16012
Icabod,10393316,Klein~Auenland,3852,89277,4,159412067,18847
Matthias der Allergrößte,9468302,Pommern,20360,0,0,159359592,47167
Rebello der Erste,5915350,"""Schlappohrle""",25015,0,0,159242925,65756
Jupp Heidiheida,850226296,☕ Feierabend ☕,9457,0,0,159236764,27119
Ingrid H,6257374,INFINITY,633,66608,0,159085061,31277
Thor der Sanfte,2780580,SOS,22101,0,0,159046800,40695
BFO-1000,851125886,Extravaganz,25786,58393,1,158979279,55634
ICC die Allbereite,2105495,Trampeltiere,150,0,0,158934420,40495
Kräuterzigarette,4858852,Draco Dormiens,1274,7985,1,158930091,12439
Frannylein,8482233,Hylax,13005,63525,0,158849478,63533
Paulus Paulus Paulus,7440933,The Guild,19077,0,0,158830851,39808
Rheuma kai,3983483,Hessian Dragons,109,0,0,158819349,34481
StewartRiver,3409680,,,0,0,158805249,43372
Sabine95634,850288424,modjo 🇺🇦,8194,648390,97,158790099,37532
wuppi23,849638548,Kalifriends,407,882269,223,158778845,69132
Bernd Kowalski,1323298,Freigeist,22,0,0,158705611,56587
Trimixdiver,849867241,,,0,0,158376139,23230
RestingSamurai63852,7137127,🌌EXACTI 🏳️‍🌈,12186,0,0,158330850,25647
Julian 276 der Schwarze,5025385,,,0,0,158217764,34233
ulky,851722380,Einsteiger,22389,0,0,158099853,29951
GoldLink,850203427,Neu-Drachenfels,11825,822995,0,158020517,17497
torfmensch,9385334,,,0,0,157993243,137257
marsch,9410610,Die GEXperten,4314,0,0,157913367,180315
Patrick 0,849687155,Carlsson,24723,0,0,157853984,117783
chgardener,10505780,,,0,0,157760409,82037
THB*,850914910,,,0,0,157737408,86282
Pinball,8934766,Welt Weite Wanderer,12778,0,0,157616209,13159
King Donnelly I.,851981503,GOT NeueGilde,19595,0,0,157394656,17647
Salazar der Allmächtige,8674801,,,0,0,157391479,36352
P l u t o,851545300,Originals / Urlaub,12967,45425,0,157312776,75943
MaximalCommodore4474,849817586,,,0,0,157311887,48744
Knackattack,852807476,Nordische Union,12521,0,0,157298695,51026
Pierre 87 der Erbauer,2924558,Falken,50,0,0,157282979,18564
Titus 239 der Löwe,5027761,Störtebeker`s,797,54850,17,157245855,31774
Ainia,8582335,Ruheraum,24161,321793,0,157200142,63088
Klein Hardi,850667694,👽.FuTurAmA.👽,11065,437254,688,157199678,136788
Harald57,10107963,Sir Henry's Gilde,15919,78945,0,157139890,11630
Andrea 1967,852589578,Spielenmachtspass,25329,0,0,157124880,60523
nulliundpriesemut,7991940,,,0,0,157046838,15338
ME579,7834716,,,0,0,157013424,112650
chaosflappy,5360693,Unantastbar,6619,0,0,156974492,22047
x2y3,851119344,Enterprise,877,397336,83,156967890,27874
el-zocko 77,7685479,,,0,0,156923179,164007
Ice-Wolf,850263009,⚔Orden des Nordens⚔,11768,752796,367,156861281,143512
nessi69,1468283,🕊Frodos Freunde🕊,18707,30218,38,156822804,57337
*Bratan*,9720234,Unantastbar,6619,0,0,156762821,13975
Der Furchtloseste,9011140,"die""Spartaner""",140,0,0,156723458,34615
Chimpules,853262015,Ritter des Phantoms,1265,603019,29,156548359,27014
jackson 65,6239354,kein euromeister 😭,7736,0,0,156543539,14521
Schmusenegger,4458683,Nicht aktiv,532,26280,4,156470729,10850
Dä Immi,852715141,Horde der Hanse,14972,157459,25,156443286,88598
Berenike 4319 die Gütige,853280424,🌟Gilead🌟,3165,1841776,271,156402897,54044
Thunderbird81,849907514,,,0,0,156284769,32199
Aldi-Ali,9375942,,,0,0,156113684,34845
bvbseppel,1773466,,,0,0,156112154,72564
Hilo der Hammer vom Tal,3349426,,,0,0,156067147,54681
bgt5,7382208,United Serenity,7819,193552,36,155988665,46508
Thomas 73 der Borusse,6340033,,,0,0,155955568,64888
kongobongo,850443501,Weißer Löwe,2088,0,0,155904471,29982
LöwenherzBarbarossa58,4040138,Die Tafelrunde,1286,-828444,24,155752059,21395
IronFist,8681710,Art of War,7,0,0,155620609,38072
hedoke die sanfte,5464420,*Die Weltenbummler*,6865,0,0,155472918,48834
bookish.autumn,8032254,Ocularius-clan,10644,0,0,155369743,29383
Henry Bimsl,5690006,,,0,0,155316462,42463
Gralsritter,24746,XIII Legion 2,9444,0,0,155308015,32165
Stephan der Verwirrte,849353682,,,0,0,155280015,61078
Emmalein,850020581,Novigrad,13299,997236,91,155277708,30347
Borstel64,851892077,Black Metal,23377,477760,35,155263550,16479
Eirenee,10379481,Zweitwohnsitz,6937,899686,180,155262937,56880
Stemar der Große,2479459,,,0,0,155172992,19292
BingooBongoo,1183552,Kings Drakul,1477,0,0,155125835,37382
Fanta0503,4548718,,,0,0,155108314,36991
Vesta 1185 die Gnädige,851473325,TORTUGA   🕊,17,780515,111,155034510,26015
FroLu213,6194236,,,0,0,154960830,14829
Patty 9378,9882763,,,0,0,154932262,79888
King Kaes 2,5780340,Sachsen Fighters🇺🇦,2198,917100,307,154709535,152120
Fipps,851123835,,,0,0,154595006,66344
Eric der Tüddel,9178433,NORDISH,13189,150798,19,154543885,10249
Blitzikus,6931704,Bunter Haufen,12267,0,0,154468118,18007
FeurigerLennart,6082639,Widerstand,3567,66060,14,154396791,18185
bert777,854557,,,0,0,154257866,33775
Mc Max 2000,852734213,Spaß und Handel,12794,404895,0,154068896,41507
Lotter der 4.,1687432,Bitcoin,9434,0,0,153941400,159258
Einsiedler 123,851695635,,,0,0,153868784,19458
BobbPopp,5971973,Pittiplatsch,1551,0,0,153859035,21115
Grimborg,7956237,,,0,0,153857612,52975
Lofty1358,850396531,Nebenwelten,3983,839260,118,153716107,21617
Euridyke 2880 die Geißel,848937363,,,0,0,153708440,11836
Svrn929,821908,🌄Horizon Adventurer,170,468954,16,153703449,14665
johnny3beer,1598863,Widukinds Stamm,7846,71049,39,153570822,49240
Threeoffive,2307565,,,0,0,153529733,33235
Don Omo,852778494,Enterprise,877,911503,166,153516065,44205
Lowbobadean,6191859,Black Horizon 🇺🇦,47,0,0,153489227,74850
robbynash,714479,,,0,0,153367531,45938
Dennis2891,849332901,,,0,0,153366902,93178
Terror Billy,10092223,,,0,0,153319507,155139
Lady Mabu,10537776,Black Phönix,17642,68295,54,153234383,123560
schilli508,8523441,,,0,0,153097598,217079
Spinner 1,852018569,Children of the Dark,10,635641,606,153087845,188024
Highlander610504,7769951,Die Nachtschwärmer,760,0,0,153054796,80234
Livia 976 die Starke,849277623,Old house,3858,23475,0,152923501,23916
KampfElfe,8140939,,,0,0,152923067,85627
Dieter Rolf 78,7542467,Gamesoldiers,9578,0,0,152921160,94804
Kortina,8658383,InsiderZ (IZ) 🕊️,20220,424527,16,152889332,41013
Che 016,7531781,Die Söldner,9621,0,0,152867683,26855
Dialer.999,1671520,SWF-Gilde,3572,0,0,152680803,85234
opamanne,3202221,Bunte Kuh,1753,78390,8,152613280,22232
Death Hogge,4901333,Kleine Welt 🌍,24648,7637,4,152606243,24672
Jerryoftheday,10152889,,,0,0,152553190,50814
ebrus,851680346,Nebenwelten,3983,433998,140,152541487,100218
Andras der Weise,3521483,Die Bewahrer,447,0,0,152425405,18408
Danae 252,852430277,Die Bruderschaft,10326,204574,43,152416856,101704
Tom0664,849861351,Weißer Löwe,2088,0,0,152401846,10424
Maxi Dasher,10049012,Die Sturmengel,8532,0,0,152399055,27291
Traktorfahrer,2932475,,,0,0,152392961,34867
Ina die Schlaue,9010339,🐉DragonRocker🏴‍☠️,7226,41351,27,152390030,94329
Hubertus Drachenreiter,9737526,Vo dr Alb ra,15132,97360,4,152380254,48152
Holly der Gerechte,5075939,🇮🇱Sitara🇺🇦,4988,123326,12,152331540,30075
Rosi von Bads,5084908,,,0,0,151770079,47671
Thorix44,2942596,,,0,0,151768563,12903
Dirk der Kettwiger,850701784,Astra 💫 Australis,20187,2026180,595,151756758,100464
WizardYak,9264742,Die Minititanen,7296,615326,256,151746199,98260
Maxwelle,849638238,Yggdrasil,10153,278490,18,151703511,25709
Flavius 254 der Fuchs,4363911,,,0,0,151594923,28496
marcello61,10612113,McG,16215,-315100,0,151548206,16432
Max aus Hamburg,5591063,Royal Honesty,23292,0,0,151539161,46853
Neolith,10032967,NRW LA,15287,191987,37,151486234,37973
Gullus,4004112,-Q-,4323,0,0,151436252,74305
Nikokimi,9370923,PokerstarsElite,313,128755,29,151380426,20227
Lupe65,5242235,,,0,0,151320394,35142
777Frommi777,7071668,,,0,0,151306015,77033
P3P3,851268188,Die Arbeiter,635,184637,465,151297950,326123
Thunderstar,175355,Das schwarze Auge,124,99000,0,151188561,12430
Renehl1981,8018679,Relax,3794,0,0,151187328,15121
Dierck van Haveskerke,5313019,☠️Île de la Tortue☠️,16055,121838,26,150937528,43072
oesi-65,849185974,🐿️ Sciurus🐿️,17369,73536,9,150735901,37988
Queen of the fortress,849377029,FC BAYERN 4 EVER,14874,58838,0,150700294,67188
Nike 1030 die Gesegnete,851350012,Die Arbeiter,635,60337,51,150678386,42051
poldini69,3714999,Spassecke,7428,774085,78,150575383,21207
Geoffrey 1290 der Jäger,850874611,,,0,0,150534686,51647
Nokibear,849262610,sons of germany,6849,133725,28,150503197,19773
Kenner der Freundliche,7388627,Bitcoin,9434,0,0,150353106,34442
Schokoputin,4529716,,,0,0,150166267,47052
Bombardier-87,3183360,,,0,0,150153709,57039
Wenckman,4535771,Große Pause,24193,0,0,150063058,164488
Hubsi7,851989872,Palme 5.0🌴🌴,25687,0,0,149995387,72173
Püllekens,4130572,Dunkeltrolle,18245,27500,0,149994913,50086
Red...,10211813,xhftcucctzxjxg,22059,0,0,149991630,65840
Bierkatsche,4823560,Invictus,3702,512585,6,149968628,13460
Saturnio,7881248,,,0,0,149956288,40567
ERCE05,2318880,,,0,0,149923627,36380
sunshine 2202,8287652,nur so,3050,233275,16,149897508,66541
AndreBerlin,853048174,Enterprise,877,709954,27,149796999,22104
Marlou Lordsworth,2371384,Hamburger Hanse,8586,44349,26,149630518,59752
Prinz of Vees,850832705,,,0,0,149537554,43936
Captoralle der Gütige,10583950,🕊Gorgonen🕊,4888,109925,14,149527429,18096
vonSachsen,8116363,💎Minas⚜️Tirith 💎,24031,0,0,149517581,42076
Lexus1,4762816,Beamtenmikado,88,180668,116,149494688,190767
Die aus Weimar stammende,5336111,,,0,0,149481950,78856
Schmuckius der Große,851590249,Valhalla 82,20054,391404,46,149406988,23234
Fyora,7032378,+++ ohmss +++,8453,0,0,149402931,63477
Olovind,6262143,,,0,0,149397561,85036
Drakulaee83,853241518,ichso,24991,807193,395,149348379,74743
marci king,8779642,Dune,3404,372936,72,149300643,33067
l4.8,849651323,Spaß_am_Spiel,20137,352400,108,149259651,55612
COLOGNE KING,7159345,COLONIA,9128,-36806,52,148999445,31483
Eisenfaust,8701806,,,0,0,148970647,396779
baschtlll,2593582,Die EISERNEN,6835,69730,0,148954097,12615
Turangalila,849225304,🌟Gilead🌟,3165,127675,209,148922074,161658
Sportgoofy real kindle,6283608,Schattenfeuer,24831,365727,53,148835356,42366
Ramona 1602 die Gütige,849446360,KEIN STRESS 🏖,14466,238157,95,148707403,69037
Mad Hanni,848999902,BlackFlag,20988,2446758,79,148651346,109763
Lagertha von Lodbrock,850582933,Klan Sturlungar,20117,147195,13,148638211,30356
Thomas 677,8199154,ℓι¢нт υη∂ ℓιєвє 🕊,20994,0,0,148608847,95701
Lich V.,2711448,,,0,0,148586363,91782
Lykara,853163271,Enterprise,877,480962,281,148500014,49363
Schnautzer,850323529,⭐Freibären⭐,43,344115,40,148444094,19450
Sir Thauy,5864679,Neu-Drachenfels,11825,495039,179,148371359,151636
Imperatus Maximus,8800956,KEIN STRESS 🏖,14466,283230,0,148310329,30745
schmitti1490,3393427,Die Handelsgilde,480,0,0,148222973,15323
Flavius 777 der Erhabene,9985737,nur so,3050,218599,77,148177652,33249
Lord Fairfang der Wolf,3133284,🇺🇦 Friedliche Händ,862,0,0,148165390,31979
Capitan Tifus,9464994,Stand by me,13782,149468,63,148091395,53631
Auros1,3165001,Bunte Kuh,1753,498640,68,148077222,20715
PullmannCity,849710781,Die Arbeiter,635,8264,0,148005345,29146
Andili der Retter,852285353,Astra 💫 Australis,20187,360212,45,147963584,76787
Shotgun Hunter,10487015,Yggdrasil,10153,719954,561,147961268,107005
Christian T.,849722230,,,0,0,147942146,173824
Höllzenknölz,6140361,,,0,0,147867570,18176
fgrz1,9687676,Heiliger Ritterorden,14341,193481,31,147727402,13206
Tillmann2,8991377,Heimatland,3886,62243,13,147644795,21654
Alexander 3000,5324755,,,0,0,147605031,71386
jaykay1212,852140027,Stern des Südens,11150,0,0,147499488,13774
stefan28122,849885503,Zeitvertreib,11330,0,0,147348283,28752
whopsy,9601892,Spaß am spielen 😎,18891,713929,123,147143722,74454
ValentinaValunja,7439055,,,0,0,147119834,15424
Angie85,6017197,Ü 30 Spaß,7126,0,0,147035196,13436
Slider1274,3202513,,,0,0,147007405,24042
Que Quatzo,2323326,,,0,0,146922761,87123
Joe Hallenbeck,2826733,Æquilibrium,12780,0,0,146873481,79335
Monique Lavie,9709419,,,0,0,146794219,48685
areos,9931850,Die Relaxten,7643,133344,23,146685075,44148
blaahaa,2711796,Nurso,533,3784690,32,146669321,16341
Novalia IV,6626016,Jumanji,8846,0,0,146653551,12126
Freaky 93,8116582,Carolus Magnus,12592,0,0,146631981,86927
betty4ever,852288335,Empire of Ubits,15750,1414895,25,146586968,23826
Armitage Hux,850607636,🕊Gorgonen🕊,4888,2032717,294,146561822,26338
Santino 1989,852995962,Cree,22432,625017,55,146529804,24355
Bruunhilde,851545970,FGB🌹,21516,656934,183,146459577,109058
Becher09,7763927,Die Minititanen,7296,2592,2,146450305,35323
neon322,5808044,RELIC HUNTERS,2803,1315845,469,146339113,162526
Nobby1,669346,Die Woelfinnen,1723,0,0,146338630,12483
Ray Black,6921022,,,0,0,146292087,58344
neuroplant,393675,✴ChillOut🔱,20520,418720,52,146119673,17515
*Raven*,4672325,Die Musketiere,6964,38010,0,146077870,35600
Der Doctor 2.0,9822422,,,0,0,146072410,128671
Kiff,849844813,Musketierchen 4.0,17389,69564,26,146052994,59963
Mokke75,3982126,,,0,0,145974072,69466
Kamimura,850014062,🌳Wir sind Groot🌳,16619,571541,40,145882185,82543
hihip66,1740537,,,0,0,145788973,87628
Thorak der Große,850850709,Die Sturmengel,8532,604970,45,145742394,33523
Gorboduc 962 der Gnädige,10491329,,,0,0,145707281,72710
König Kaya der große,7618881,Schattenfeuer,24831,1032614,247,145620752,46365
MagicAkascha,9761980,Vo dr Alb ra,15132,57550,2,145497444,46267
JLNXAER,3984768,,,0,0,145287158,16068
Steelers Berlin GmbH,8508671,,,0,0,145269614,22358
Chris der Starke 2,6012163,Schwarze Engel🕊,4132,160815,29,145240981,37150
Laubi1312,3803437,,,0,0,145170892,22940
Marie die Weise I,6133924,,,0,0,145166027,25675
Lord Jerry,9622074,Mucky´s Clan,13220,0,0,144978090,20828
erikson2601,853042137,Das Grauen,2677,0,0,144909889,89506
kreuda,2339995,,,0,0,144810399,49078
Kassandra199,849662803,,,0,0,144780864,26629
sorgloser fz,7275377,sorgloser,10916,0,0,144605694,40059
Harromat,851354772,Schlauköpfe,21706,0,0,144601152,14362
Brot das Bernd,2918144,✴ChillOut🔱,20520,0,0,144478834,69346
Schattenwoelfin,3820025,Ohne Verpflichtungen,14611,332236,88,144381724,39987
Mohrchen1,2777168,Die Firm@,3455,0,0,144258683,23817
Steven87,8676928,,,0,0,144216325,87365
Thenala,849158650,Yggdrasil,10153,400859,162,144190659,62731
newnik,851156747,Ohne Verpflichtungen,14611,399991,51,144188754,15581
Stefanie die Freundliche,4908969,,,0,0,144182747,47523
herbertracer,3839402,Seewölfe,57,78399,23,144124056,13826
chris714,3441668,,,0,0,144010592,50486
Sabrina die Göttliche,2709927,Sabrina die Göttlich,930,0,0,144004051,12245
weisnicht1,4716862,Quandas,5126,144359,85,143879284,136044
Jukeboy,8152931,,,0,0,143873123,85991
Opapa Brandy,10637749,Alloa Dahoam,22785,8662,0,143856316,91906
The Master of Gallifray,5647206,Fritzlos der kleine,1393,324297,123,143778163,31959
Roxana,850760354,Starter,25337,1543063,480,143747892,62650
Valamir 809 der Weise,10597172,Die Brucker,16301,368252,60,143683747,13249
Georg von Saligunstadt,2315682,Legati Minervae,13956,0,0,143563537,26019
Rapunzel3,1336170,Neu-Drachenfels,11825,176536,42,143510719,43460
Antalaz der Mächtige,6605079,Heldenschmiede,25336,0,0,143482147,20957
Odini1909,9654839,Gilde.Odin,23532,197771,32,143450306,18302
Stefanicus72,1639332,Ruheoase,10540,-158693,37,143386675,26662
Axel34Hennings,3991208,Twenty4Seven,1678,0,0,143347863,15923
King SEJE,6990529,,,0,0,143316082,30560
FlascheLeer.,8065591,TheDarkWarriorsG🇺🇦,611,0,0,143288939,29693
Oscar ohne fer,1028199,Gotcha,18340,1343707,317,143221838,130396
OfficerAfro,8668413,,,0,0,143167259,55913
-Luna-82,5857732,Löwenhöhle,21018,111775,2,143125222,135058
Der Antiker,3563779,Die Arbeiter,635,351145,31,143110732,28150
Melrose,9332739,🕊 Grenzgänger 🕊,12219,121776,331,142815411,196224
volkodav,8715015,Art of War,7,0,0,142813911,76284
PrächtigerSerge,850379942,Serge`s,19610,0,0,142637578,19529
Flori2244,4318925,Illuminati,268,0,0,142598960,44465
seitom,9719148,,,0,0,142389465,71946
TrueConny,10395460,Meister der Insel,13747,939402,229,142333762,44068
Alien27000,7926896,Einfach-so,4583,6066176,59,142270213,35772
Spartacus 31,8053657,,,0,0,142164904,29570
Master of Desaster 50,850232231,Lost in time,22936,1007994,8,142118345,12848
Plami,3371646,🌟Gilead🌟,3165,266428,78,141911772,45815
Red Naomi,5976940,-Q-,4323,0,0,141620674,34853
Paul Tornardo,7730441,,,0,0,141576057,78264
Isiis0605,8432917,,,0,0,141496179,22021
moonpax,852679427,Nur Spielen,15660,0,0,141379165,29359
kamic,9818274,Freigeist,22,1104262,135,141358036,41876
Nero 535 der Verwegene,849440661,,,0,0,141357662,34642
nebomuk,852360828,Helden der Birne,5088,786836,81,141205658,101688
KrachBummEnte,11464,Freigeist,22,343953,84,141169752,13375
Zeus1959,10418552,Österreich 🇦🇹,1409,-629928,0,141045115,51058
loooreley,4823447,,,0,0,140880954,24595
mikeeeeeeeee,7354536,,,0,0,140799981,48130
