name,player_id,guild_name,guild_id,points_change,battles_change,points,battles
Andy 2018,6771402,Kommune,5397,1588045,78,2862321437,384050
.Dennis.,849641892,🕊 Grenzgänger 🕊,12219,10378017,1418,2860260101,696831
11Herby11,4630721,Preußen Gilde,4921,9901394,1051,2855652086,403727
Snikers der Große,8887812,Nordische Union,12521,8248999,648,2846979606,510001
Coban der Große,5463507,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,10057544,951,2839017180,380693
HeiligerHilde,4508440,🐉DragonRocker🏴‍☠️,7226,874172,123,2836206787,679529
Andre94481,6254754,Health Care,24882,10717330,500,2835174496,521440
Venthura,2944881,FunFighters,3537,4902098,217,2833414449,605298
TheDad,2890065,Only Ronin`s,17616,4740132,218,2830883268,472058
Lilo der Weise,850002931,🥇 Neuaufsteher 🥇,12806,14309572,790,2829897494,472063
Maro der Tapfere,9896314,Weisse Rose,6843,8116638,594,2815881061,827963
menkaure101,4711926,Black Phönix,17642,3260905,167,2813642855,307591
Neverforget,10082516,Helden der Birne,5088,4585899,326,2810761331,500426
Brutus 777 der Tapfere,850626576,Verpflichtungslos,15784,11402013,1129,2810286160,638571
AlterEgo,5959856,Fluffige Mammuts🦣🦣,7139,9924142,815,2807296014,573730
Thorsten 001,2926322,Hamburger Hanse,8586,4852627,509,2800956674,406974
paskro,503608,Next Generation,16,5080312,331,2797467526,492873
Sven Schönhaar,10275828,🇩🇪Blaues Licht🇩🇪,24050,5757498,563,2778557479,576913
Leni .,2347823,Outsiders,343,1511898,182,2777364778,528458
Luis 16th,8206047,🥇 Neuaufsteher 🥇,12806,13044537,552,2773543349,376579
Lolekti,2747291,FunFighters,3537,4204167,110,2758308615,439771
Schlabotz,9718939,🥇 Neuaufsteher 🥇,12806,20822027,559,2757822211,629556
ReviH,6555343,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,1984136,27,2749326620,434869
Rex Regina,5362731,Force of Nature,21629,2102668,181,2746879227,495947
VOB.,7769905,RELIC HUNTERS,2803,9459333,1120,2746643180,662549
MoxoM,5264439,FunFighters,3537,199197,41,2735826328,625925
.Kampfkeks.,2377922,🐉DragonRocker🏴‍☠️,7226,2869172,112,2735050848,580361
Arminius der Gerechte,8472086,Die Flitzpiepen 🦄,20795,5201285,560,2733083627,560440
boldlady,7761883,Only Ronin`s,17616,276598,74,2730136369,423138
Euphorisma,6543751,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,4024977,99,2728176452,541783
Jens2 der Eroberer,5901750,Weisse Rose,6843,9419521,484,2722904227,600526
Branwen,4709757,FunFighters,3537,8980060,380,2722686759,267570
Big Haakon,9352462,Only Ronin`s,17616,150975,46,2720112651,553175
CharliM,4574103,🌳grüner Hirsch🌳,8112,5827145,499,2714229311,408507
Grindwal,8726904,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,2516034,238,2709340674,622993
Isabella -,10212547,🥇 Neuaufsteher 🥇,12806,10477824,795,2708499765,388372
Atum-Re,849620563,Only Ronin`s,17616,15098192,286,2705788553,293443
Bruno der Gute,403676,ρℓαуιηg αηgєℓѕ,92,5061999,309,2704385949,489023
Hokuspokus 2,10092883,Knights of Asgard,6,11205542,1037,2701400815,491859
Fiete HH,2323023,,,0,0,2699260805,646425
Jayjay78,10195876,Black Phönix,17642,9810254,321,2695091939,438552
LadyCindy,9550132,👑 Annodazumal 👑,4103,10695178,254,2693628264,404473
Reisender Johnny,9201342,Only Ronin`s,17616,8089618,485,2692965987,687078
Niko138,3399205,Rising Crown,3780,641452,49,2692666459,671830
Michael 57,924843,🥇 Neuaufsteher 🥇,12806,6549330,533,2689826408,494049
Ancaria,850992526,KEIN STRESS 🏖,14466,10501315,846,2685089024,421948
Mäc Thosch,850574858,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,14621189,407,2681098021,402036
Graf Vlad I,10496694,🐉DragonRocker🏴‍☠️,7226,3169548,231,2680307461,440222
Minoxi,849965628,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,7100052,233,2675673240,431181
Andy 145,2711221,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,243696,59,2673958137,446340
Grohler67,8021932,Astra 💫 Australis,20187,8211766,739,2673313247,470935
Justina 554 die Stolze,5017411,Weisse Rose,6843,6290453,269,2668663809,382235
Blubberone,850433119,🥇 Neuaufsteher 🥇,12806,37216920,809,2664906408,411856
Darokan,6603031,Outsiders,343,3927715,112,2663467665,287239
Peter der Pfiffige,850129508,ρℓαуιηg αηgєℓѕ,92,13787063,1390,2663027971,436864
Sallivan,4100295,Outsiders,343,4223656,402,2662887742,407559
Der Mond 47,3453936,Germanien,1052,2436405,343,2662615523,703319
Nachtjäger Doooch,851775688,Only Ronin`s,17616,16568618,491,2662217322,529514
Donnie Darko 13,2471042,Freigeist,22,16564057,547,2660692383,345595
HeiligerPiet,4509109,🐉DragonRocker🏴‍☠️,7226,9137034,408,2648852884,487181
wargh,2603690,Kommune,5397,3762450,261,2645285654,301180
Flunkerfuchs,9852752,Kommune,5397,11166367,434,2643780519,593019
momo 82,2348114,,,0,0,2629092912,435644
Mazzic,851760203,RELIC HUNTERS,2803,17365185,924,2627401927,563004
Lia die Hüterin,6720415,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,6401206,198,2626580251,462703
amokkun,10491251,Tartarus,15107,927462,66,2621898296,511075
Knibbel der Elegante,7981574,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,299365,88,2619658271,410249
Shias,849229623,nur so,3050,17134636,682,2617177125,344439
Oli1509,849589714,Die Flitzpiepen 🦄,20795,6006715,492,2605382878,455883
Zweistarter,3666811,🥇 Neuaufsteher 🥇,12806,10964664,839,2601944365,391030
Elaphias,849286028,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,7865883,986,2595769044,463168
Jenny1973,849750359,King+Queens,3262,18634788,1644,2594093786,565430
Eusebi,849750140,Insane Guardians,18918,8789472,785,2592386642,622101
Stephano,8217586,Force of Nature,21629,1486962,90,2589690879,466922
Lucky2016,3200037,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,5895012,465,2588897748,387988
Tikimi,4559846,Outsiders,343,2535560,260,2585979209,769207
Hatti55,2329407,Armed Apes,1671,0,0,2582689644,852947
Alex der Brummbär,850485477,KEIN STRESS 🏖,14466,10295556,468,2579567519,429122
Candela die Mutter,5050878,🇮🇱Sitara🇺🇦,4988,1365118,21,2576813586,477654
Taddiraptor,849608101,FunFighters,3537,7512437,223,2574496646,341965
Bruno der Edelmann,7554427,🥇 Neuaufsteher 🥇,12806,10559800,656,2572905144,438155
Mad Max69,3257526,Rising Island 🏝,8070,5927809,541,2572099467,430338
McRich,850807504,Black Phönix,17642,13103770,724,2562444631,681380
Herr der Fliegen,8728150,Yggdrasil,10153,7244420,735,2559467161,711688
afk.,9411833,,,0,0,2544658722,640662
Lord Ainz 0oal Gown,4157384,Traction-unit leader,3980,5035311,344,2533449020,476711
Dixi 1963,9724332,🌳grüner Hirsch🌳,8112,3971028,248,2523111649,474459
Draxler der Barmherzige,2326267,FunFighters,3537,2524981,23,2513765435,236590
Emilia1903,9321086,Force of Nature,21629,2409110,207,2513235055,299392
Cmoi,848963125,🕊Gorgonen🕊,4888,8213784,721,2508516513,394062
Kleo 110 die Starke,2842368,,,0,0,2493966833,611764
Lord of the Sheaphard,7791411,Black Phönix,17642,1915181,102,2493613064,508060
Dajaneira,6979242,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,8758743,384,2493181369,314406
Urlauberin,849807462,⚔ GoV ⚔  🕊,6768,7749092,1054,2491108346,579034
Angelique de Peyrac,849126230,Dragon Riders,159,2262892,158,2484215488,352350
Szczypior,850955350,Spirit of Herkules,21272,8218135,899,2484020169,380861
Lisa die Fürstin,9187989,Astra 💫 Australis,20187,9346502,629,2480093130,399600
Curse-,849497809,FunFighters,3537,1451430,61,2478074929,382662
Ronnie.Sunshine.Bass,850249617,Die GEXperten,4314,13234797,705,2475668232,669730
Joshua511,849141236,Die Flitzpiepen 🦄,20795,12703437,1355,2474038176,455881
JanXX,9017996,Knights of Asgard,6,7186715,527,2472918956,535769
Föbikus,850608509,,,0,0,2467479963,540458
Superspatz,8729859,Black Phönix,17642,6834160,487,2462934568,698732
Joana die Helvetierin,849024018,,,0,0,2461072946,515734
RebellHarald69,4516751,🥇 Neuaufsteher 🥇,12806,7928658,1515,2458042082,880872
Chrizzy80,3300561,Spaß und Handel,12794,11737654,845,2455471924,516732
Tortuga 1,3991278,,,0,0,2453792365,477069
Simse13,849114939,Originals / Urlaub,12967,0,0,2446546669,507751
Lieberteddy,2308532,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,6980895,267,2444158216,273127
Ferdinand 368 der Rote,3819589,FunFighters,3537,3543531,435,2438102120,500072
Susa11,849662362,Rising Crown,3780,3307675,297,2434136012,500153
Thufir Hawat,10558614,,,0,0,2432627710,526134
Rick der Ehrliche,9010590,Spaß und Handel,12794,6832537,775,2429487386,534355
BDE 1105,849487550,Dragon Riders,159,8461750,366,2424343763,345533
Noxzukao,10407465,Outsiders,343,1626446,115,2421880256,500861
Kallepirinha,8295586,Helden der Birne,5088,3939378,295,2421550130,249849
SchildiHildi,2444329,(Sch)Lummerland,24574,0,0,2415638481,574662
Zwutsel,852168462,FunFighters,3537,7433912,515,2404277926,487002
Hinrough,8279727,Kommune,5397,4970888,343,2403785444,405013
Enwe11,3998865,FunFighters,3537,8118662,580,2394634365,700583
Perseus Zarathustra,8030747,,,0,0,2390196763,437454
Llegre0520,8881253,Die Bruderschaft,10326,1832019,144,2384636482,314852
.ZOE.,10154380,Die Arbeiter,635,5099254,464,2376401324,536292
Eicheluwe,8088094,FunFighters,3537,3574544,170,2376135343,413119
Schnick-Schnack,2324988,,,0,0,2371455093,578862
Lisa2000,3082316,🐉DragonRocker🏴‍☠️,7226,9577728,434,2370935260,351978
Frisco Kid,3184238,,,0,0,2370363551,420069
Deapbaumann,10539143,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,5385670,254,2369481864,345615
QuickFlotschi,850384346,Only Ronin`s,17616,2218841,156,2365413443,408940
diekleene86,4907595,ooo twine ooo,3890,12331294,488,2365307869,269379
Leon Lex,2313719,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,7401590,241,2356781449,410919
hgks der Graue,6171102,,,0,0,2355434742,404033
Blackmagic der Weise,4131679,Rising Crown,3780,3696657,177,2350162441,599113
Xadus,851413040,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,10213406,1602,2346579252,1020557
Peter der Düstere,850496417,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,12134475,661,2345802498,589706
Halo der Herrliche,2943055,FunFighters,3537,1462703,57,2344445015,270513
as250591,851493867,King+Queens,3262,672790,32,2343703935,314656
Viper-007,9731699,Götterbande,3358,7509162,889,2341267899,676185
Vitja73,7888815,Kommune,5397,7229277,463,2340678524,522864
.LION.,6014679,LION,24598,0,0,2338934065,552554
Aristeas 249 der Weise,4234321,Freigeist,22,988717,199,2334957856,255017
Ruthen,9782880,Tartarus,15107,1831352,55,2331068471,406464
**Hermi**,8477336,Sachsen Fighters🇺🇦,2198,5462888,406,2330274642,392827
Rockthegarden,850568840,Insane Guardians,18918,4236566,449,2324844005,402949
Peter 96,10343194,🐉DragonRocker🏴‍☠️,7226,8486255,410,2315769615,484290
Elena da Gamah,7872422,Horde 🕊🇺🇦,3441,5172529,407,2313727811,411808
Leonidas 1055 der Jäger,849495187,Hamburger Hanse,8586,6175042,381,2311602589,368873
ENERGY1,8801483,Only Ronin`s,17616,0,0,2310956618,359187
Viktoria die Löwin,8436670,Pause Viki,25361,445560,10,2306086795,518497
Stonewall TJ Jackson,2325808,Rising Crown,3780,1305536,27,2305302468,349873
Otto der Friesenjung,6642230,,,56841,21,2301559476,337251
gmuender,3292149,Only Ronin`s,17616,9054069,468,2301444957,302154
Juergen der Held,851153120,Force of Nature,21629,2484073,123,2291158148,503611
ironman17,9587009,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,10934287,574,2284883043,503492
odido,2349930,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,3249713,273,2281692193,414963
seb2110,2479667,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,4224791,265,2276218552,445297
Eridus der Starke,2283543,🕊Frodos Freunde🕊,18707,9030257,719,2263350003,320607
Freddy der Weisse,9523479,FunFighters,3537,7167541,844,2260953887,325794
Ace die Feuerfaust,4486341,Rising Crown,3780,0,0,2258192204,542993
Thony der Erste,6103933,Clan der Fischer,9193,7890734,483,2252004574,326499
WARWAR,3128108,Das Grauen,2677,689754,30,2250796216,382536
Annoman2015,2467672,Kommune,5397,3455173,395,2250767415,377599
Cosmic*,7956976,Kommune,5397,1863400,182,2250434074,400013
Maia die Falkin,5742781,,,0,0,2248314261,364498
*Wurzl*,4008280,⚫️ Black Pearl ⚫️,21695,3773457,241,2246004423,346154
Silberrücken 010,9912145,🕊 Grenzgänger 🕊,12219,12532821,1597,2242325907,593080
warlove,8348356,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,4325905,531,2238859951,417689
Mike von und zu Gnadenho,8157864,Die Bruderschaft,10326,1491472,77,2232754765,469417
Ecki72,10697654,,,0,0,2232147540,793806
-Witt-,849278225,Black Phönix,17642,8357917,458,2230826012,584147
StoutTjango,849448100,Only Ronin`s,17616,1388009,100,2228225345,637795
Maddin4165,6650733,Alleinzuhaus,25754,0,0,2223839137,354056
Uranius 565 der Löwe,7975796,Weisse Rose,6843,569005,33,2221047285,311106
Alex6990,851657590,Kommune,5397,10273220,389,2216455876,520192
RoterDrache,210892,,,0,0,2212701185,732833
Bernd der Viertelzwölfte,9696413,Meine Kleine,25724,8439748,655,2207757784,473438
Kassander 93 der Rote,2310366,Shadow Hunter,17937,0,0,2203967923,495098
Dubrac,850177235,Nordische Union,12521,13777451,808,2201963957,471748
Katasi,849360652,Weisse Rose,6843,5113003,361,2195589014,465411
*Rody*,8904269,Kommune,5397,8979732,490,2195150234,409556
Calimero6,9264154,Outsiders,343,4434209,461,2194944116,355940
Wupps,10315288,Rising Crown,3780,5063242,379,2189505365,347996
ginale100,3249511,Force of Nature,21629,2228266,185,2184007676,372486
Thomas the Lord,3032628,Rising Crown,3780,3406305,210,2181884561,427124
Ingo H,3788966,🐉DragonRocker🏴‍☠️,7226,1844885,103,2181337530,336679
Rinaldo,8248498,Astra 💫 Australis,20187,9118867,622,2176997847,369245
hanuta8,4198980,Rising Crown,3780,1383271,82,2176443868,325613
Bartus der Grausame,5451830,,,0,0,2174777233,359709
Arathon der Erste,8724727,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,2598592,233,2174103781,429716
Alphakevin0105,851407238,Die Arbeiter,635,5011094,525,2167418902,474787
froschmaul,3127454,Die Arbeiter,635,5796096,467,2167015002,302654
ramieris,849824288,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,691141,89,2166548963,381432
Kikigrozni,1188833,Beamtenmikado,88,3794687,242,2163031594,172372
Andy 64,849387139,🐉DragonRocker🏴‍☠️,7226,11668821,751,2161642583,584227
Muellmax,2606160,Next Generation,16,1384522,41,2159074141,380531
Joise,6562319,🧊Ice Gilde🧊,6289,8263273,487,2158649040,289711
James Hood,5397222,FunFighters,3537,1067448,43,2155377661,348754
Jeff Gonzo,9719160,Outsiders,343,3366266,183,2146957861,454244
Sören2.0,4896541,Helden der Birne,5088,6785775,108,2144880723,319994
Juliane63,6440494,Schwarze Engel🕊,4132,9510754,692,2140626599,393162
Unsichtbarer132,849530890,🕊 Quo Vadis 🕊,2017,10255991,696,2140308266,321986
Medea 1492,850863570,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,8508268,901,2140179349,630860
Krösus 517 der Pfähler,7919893,Only Ronin`s,17616,2423489,100,2138898291,326880
--kuerbis--,893334,,,0,0,2137640653,606004
Ickebins9,849350488,,,0,0,2136125557,458496
Gasgeber,1787988,Next Generation,16,-10758,252,2135893189,307953
Flavius Fuchs,849326959,Fairy Trade,68,5371375,387,2134857354,331556
Kalte Füße,888465,🥷☠️,99,4342664,490,2123404648,402691
aventinus der stolze,4248447,,,0,0,2122694141,467187
Zwickl72,8107719,Outsiders,343,3860674,199,2120463325,440650
Sir Godon,9106306,Weisse Rose,6843,2453907,205,2116216390,585466
Tofu Torsten,849681743,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,3557270,150,2115919724,236466
Dukeandy1,3661493,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,9547154,738,2114411753,638470
Linessa,849554168,Black Phönix,17642,4304147,552,2109204059,484883
Aristeas der Starke,850253236,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,10077040,462,2107785497,499186
karli2,5500290,🐉DragonRocker🏴‍☠️,7226,6359004,515,2107667779,372693
Kuno Kliffhanger,8638483,🥇 Neuaufsteher 🥇,12806,1748229,213,2107408574,525137
king0815,851845102,,,1017120,0,2104007860,297314
Hektor vom Kuipergürtel,3607220,Frei und Freundlich,11817,6777320,458,2103639262,373593
natan der weiße,2349469,Hamburger Hanse,8586,4504128,514,2097868860,481948
Zorra.,5388693,Next Generation,16,547515,0,2094526409,438137
Luna Falschherum,9245165,Black Phönix,17642,7943748,470,2093270902,290515
Borisfen,6530578,HAN 🇺🇦,8082,8756318,345,2091607805,312397
rich10,675916,🇺🇦 Nemesis 🇺🇦,3701,5016093,541,2090042930,401265
Dieter F,850515187,Rising Crown,3780,0,0,2088257008,394032
Vortimer 934 der Zornige,9990291,Die Flitzpiepen 🦄,20795,2055777,123,2085610796,483868
Terranonsen,7743869,Kleine Auszeit,25632,0,0,2084558569,361374
Euphemia 3166 die Weiße,850096253,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,9923823,441,2083679515,359979
Herr Abbenhues,3444129,Next Generation,16,5109312,390,2079894711,259700
Fabs der Weise,7863720,Knights of Asgard,6,3078345,329,2078379226,339433
Shannara61,849932706,Insane Guardians,18918,4862616,428,2075230575,420324
LyTeck,5163371,NO MA'AM,17513,0,0,2062816589,262736
SunshineBrondo,5102966,FunFighters,3537,1315325,230,2059937531,322924
MarcAurelius,8998380,Die Flitzpiepen 🦄,20795,1709235,211,2056930387,428892
SID THE PSYCHO,9854179,Only Ronin`s,17616,191675,60,2056165202,230737
Andros 2.0,6342062,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,4469995,510,2054022785,394748
phoebnator,8237260,FunFighters,3537,3059163,128,2053645729,441666
blutbube,3924338,Only Ronin`s,17616,7379096,298,2040166809,444968
Kassander 2108,10638420,Goats of Sparta,10522,2812972,136,2029999244,369345
Egon Slowhand,849366883,Egons Privatgilde,25484,0,0,2029525157,580505
Bort I,5557363,🕷️🐜🦗,24885,0,0,2027726547,506763
Nobody 311,2328300,🔥 Feuersterne ⭐️,13890,5739051,46,2025205998,318082
goldmohn,692273,👑 Annodazumal 👑,4103,4891364,270,2024314056,316212
Siggy24,851671642,Herzogtum BY,15390,6778089,412,2024285808,269184
Old Foxi,850894960,Olive,25676,6854047,701,2023149858,350749
Prius7,2441690,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,6222523,241,2019429849,355119
mac75,2325096,Die Händler,1661,2027500,195,2017847539,304764
Raginald,4347480,Rising Crown,3780,23518425,738,2015239899,267362
ThomasS der Stratege,7310659,🐉DragonRocker🏴‍☠️,7226,9972221,548,2014543792,453232
Mogli XL,4267814,,,0,0,2014263072,488378
Ardagh,3266568,Jolly Roger,394,2561024,253,2010289893,363165
Don Alfredo I,9157300,D. Unerschrockenenᵁᴬ,13198,5186327,412,2008955981,439049
Der Sokrates,5368341,Blaze of Glory,36,17735746,696,2006719737,265174
KarlRanseier,9897539,Next Generation,16,0,0,2003493988,324999
HRH Charles II,5817419,🥇 Neuaufsteher 🥇,12806,1820263,16,2002770409,273068
Schneller Schatten 1,9469750,🌳grüner Hirsch🌳,8112,1664441,152,2002537547,349659
Otto dS,9090662,Only Ronin`s,17616,9711101,514,1995811198,312963
Arzon,1186040,🥇 Neuaufsteher 🥇,12806,3669736,702,1992993381,864240
-Seeed-,8003886,☠️NeverNight☠️,10520,0,0,1991955307,446554
Rhea 574 die Großzügige,8081233,,,0,0,1990784610,469371
Friedrich Georg,9356216,Dragonis,4798,5643654,140,1990035213,275795
Ute die Stolze,4764185,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,8667319,728,1983829635,420846
grille102,850228101,Rising Crown,3780,9253188,405,1983491607,694022
Da-Franzl,3025555,,,0,0,1981235535,510671
Danipu,850695500,Rising Crown,3780,3732658,234,1980071799,271902
Sternla,10363953,,,0,0,1979547166,418782
Theriska,9992043,🥇 Neuaufsteher 🥇,12806,12710164,701,1978340330,376651
Lyneran,6171875,,,0,0,1976939118,246256
Atze Schröder,3188301,Germanien,1052,4765746,362,1971976501,331427
Mairlin der Laborkraken,9616814,motivationspause,24816,0,0,1971834268,412555
Andy der Halunke,3984988,Outsiders,343,634277,44,1971752142,358043
LeRock,2482377,🐉DragonRocker🏴‍☠️,7226,2661171,124,1970159705,165132
Gucky20,2725156,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,2500465,233,1965684975,402160
Bff7,7681266,Die Fantastischen 3,13797,11752087,723,1961407214,408383
Eisenfaust80,850193322,Frei und Freundlich,11817,4114730,587,1959906029,328801
Mathilda die Hexe,8760904,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,8212376,643,1958973981,298458
